# Name			size		URL
# inline_skating.dat    29900x15	http://www.mathematik.uni-marburg.de/~databionics/en/?q=tskm

# INLINE_SKATING: Activation of three muscles, foot contact signal, three angles, 
# and three angular velocities of professional inline speed skater during the last 
# 30s of a 3min exercise on a treadmill at 3.72 m/s sampled at 1kHz.

# Muscles: Medial Gastrocnemius, Vastus Medialis, Gluteus Maximus
# The original EMG signals were pre-amplified with a gain of 2500 and band-pass 
# filtered (low cut-off: 10 Hz, high cut-off: 700 Hz). A RMS of width 35ms was 
# used to determine the energy of the signal. The energy values were log 
# transformed to deemphasize very large values and achieve a more symmetric 
# distribution.

# Angles: ankle, knee, hip
# The angular displacement time series were low-pass filtered with a 2nd order 
# Butterworth filter to remove noise from the recording process. The cutoff 
# frequency was set to 20Hz for the ankle and knee sensor and to 10Hz for the 
# more noisy hip angle sensor. The numerical values were converted from the 
# measurement scale into degrees for a better interpretation. The angular 
# velocity was derived with a 2nd order, 5 point Savitzky-Golay differentiation 
# filter.

# Also provided are symbolic time series resulting from the univariate 
# discretization of the foot contact and muscle signals and the multivariate 
# discretization of the angle signals described in the publication given below.

# Provided by:
# Hoos, O., Department of Sports Medicine, Philipps-University Marburg, Germany
# Mörchen, F., Department of Mathematics and Computer Science, Philipps-University Marburg, Germany

# Please cite:
# Mörchen, F., Ultsch, A., Hoos, O.: 
# Extracting interpretable muscle activation patterns with Time Series Knowledge Mining
# International Journal of Knowledge-Based & Intelligent Engineering Systems (2005)

# Contact:
# fabian@informatik.uni-marburg.de
# -------------------------------------------------------------------------------- 

# column headers follow
Time Trigger AngleAnkl AngleKnee AngleHip SpeedAnkl SpeedKnee SpeedHip MedialGastrocnemius VastusMedialis GluteusMaximus DiscretizedTrigger DiscretizedMovement DiscretizedMedialGastrocnemius DiscretizedVastusMedialis DiscretizedGluteusMaximus
163 1.803700E-01 2.889164E-01 3.735822E-01 2.823255E-01 2.939658E-01 5.073536E-01 4.594390E-01 -1.847294E+01 -1.218346E+01 -1.309781E+01 2.000000E+00 1.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
164 1.802700E-01 2.885975E-01 3.729932E-01 2.823505E-01 2.933869E-01 5.063358E-01 4.593955E-01 -1.789676E+01 -1.232630E+01 -1.263910E+01 2.000000E+00 1.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
165 1.801800E-01 2.882733E-01 3.723978E-01 2.823344E-01 2.924540E-01 5.054759E-01 4.589968E-01 -1.751748E+01 -1.286798E+01 -1.152109E+01 2.000000E+00 1.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
166 1.801800E-01 2.879395E-01 3.717956E-01 2.823336E-01 2.912540E-01 5.048241E-01 4.583108E-01 -1.667672E+01 -1.394427E+01 -1.022178E+01 2.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
167 1.800800E-01 2.875923E-01 3.711760E-01 2.823442E-01 2.899123E-01 5.043947E-01 4.572371E-01 -1.528642E+01 -1.543257E+01 -9.370022E+00 2.000000E+00 1.000000E+00 3.000000E+00 2.000000E+00 3.000000E+00
168 1.802700E-01 2.872190E-01 3.705405E-01 2.822918E-01 2.885818E-01 5.041219E-01 4.558163E-01 -1.346853E+01 -1.657762E+01 -9.140996E+00 2.000000E+00 1.000000E+00 3.000000E+00 2.000000E+00 3.000000E+00
169 1.800800E-01 2.868000E-01 3.699112E-01 2.821682E-01 2.873457E-01 5.039569E-01 4.543253E-01 -1.270357E+01 -1.669195E+01 -9.097931E+00 2.000000E+00 0.000000E+00 3.000000E+00 2.000000E+00 3.000000E+00
170 1.802700E-01 2.863208E-01 3.693063E-01 2.820193E-01 2.862062E-01 5.039127E-01 4.530227E-01 -1.393372E+01 -1.615464E+01 -8.910928E+00 2.000000E+00 0.000000E+00 3.000000E+00 2.000000E+00 3.000000E+00
171 1.801800E-01 2.857981E-01 3.687103E-01 2.818959E-01 2.851900E-01 5.039533E-01 4.520007E-01 -1.480123E+01 -1.497444E+01 -8.825013E+00 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
172 1.801800E-01 2.852556E-01 3.680996E-01 2.818100E-01 2.843829E-01 5.039656E-01 4.511491E-01 -1.509909E+01 -1.400610E+01 -8.976528E+00 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
173 1.802700E-01 2.847044E-01 3.674856E-01 2.817448E-01 2.838601E-01 5.038818E-01 4.503186E-01 -1.536786E+01 -1.352930E+01 -9.356838E+00 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
174 1.802700E-01 2.841729E-01 3.668878E-01 2.816852E-01 2.836657E-01 5.036906E-01 4.495443E-01 -1.628293E+01 -1.350898E+01 -9.959371E+00 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
175 1.801800E-01 2.836758E-01 3.662918E-01 2.816332E-01 2.838014E-01 5.033603E-01 4.489925E-01 -1.772607E+01 -1.377722E+01 -1.038193E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
176 1.801800E-01 2.831954E-01 3.656855E-01 2.815815E-01 2.842503E-01 5.028625E-01 4.487388E-01 -1.892996E+01 -1.402589E+01 -1.062123E+01 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
177 1.801800E-01 2.827160E-01 3.650897E-01 2.814932E-01 2.849728E-01 5.022940E-01 4.485735E-01 -1.960816E+01 -1.403579E+01 -1.075414E+01 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
178 1.802700E-01 2.822344E-01 3.644918E-01 2.813786E-01 2.858696E-01 5.018301E-01 4.480994E-01 -2.010854E+01 -1.363306E+01 -1.067595E+01 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
179 1.802700E-01 2.817679E-01 3.638517E-01 2.812566E-01 2.868085E-01 5.015438E-01 4.472825E-01 -2.057632E+01 -1.279541E+01 -1.023606E+01 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
180 1.802700E-01 2.813308E-01 3.631764E-01 2.811239E-01 2.876568E-01 5.014217E-01 4.464911E-01 -2.082771E+01 -1.184250E+01 -9.331793E+00 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
181 1.802700E-01 2.809146E-01 3.624917E-01 2.809657E-01 2.882921E-01 5.014604E-01 4.460557E-01 -2.153096E+01 -1.111692E+01 -8.673235E+00 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
182 1.802700E-01 2.805029E-01 3.617987E-01 2.808128E-01 2.886610E-01 5.016702E-01 4.461252E-01 -2.162865E+01 -1.058117E+01 -8.680040E+00 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
183 1.802700E-01 2.801020E-01 3.610987E-01 2.807272E-01 2.887924E-01 5.020338E-01 4.466834E-01 -2.165885E+01 -1.028071E+01 -8.964752E+00 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
184 1.801800E-01 2.797259E-01 3.604325E-01 2.806666E-01 2.887101E-01 5.025474E-01 4.475977E-01 -2.374499E+01 -1.046574E+01 -9.410892E+00 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
185 1.801800E-01 2.793660E-01 3.598238E-01 2.805464E-01 2.883931E-01 5.032384E-01 4.486585E-01 -2.228318E+01 -1.102201E+01 -1.013048E+01 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
186 1.801800E-01 2.789948E-01 3.592423E-01 2.803928E-01 2.878365E-01 5.040606E-01 4.496379E-01 -1.990794E+01 -1.183771E+01 -1.132746E+01 2.000000E+00 0.000000E+00 1.000000E+00 3.000000E+00 3.000000E+00
187 1.802700E-01 2.785893E-01 3.586726E-01 2.802826E-01 2.871021E-01 5.048840E-01 4.502731E-01 -1.809943E+01 -1.280047E+01 -1.268516E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
188 1.801800E-01 2.781410E-01 3.581108E-01 2.802263E-01 2.862729E-01 5.055875E-01 4.502588E-01 -1.730990E+01 -1.344464E+01 -1.316921E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
189 1.802700E-01 2.776533E-01 3.575434E-01 2.802015E-01 2.854145E-01 5.061223E-01 4.491967E-01 -1.689624E+01 -1.344096E+01 -1.233021E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
190 1.802700E-01 2.771496E-01 3.569692E-01 2.801690E-01 2.845762E-01 5.064783E-01 4.469521E-01 -1.714567E+01 -1.245239E+01 -1.101730E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
191 1.801800E-01 2.766400E-01 3.564080E-01 2.801064E-01 2.838277E-01 5.066326E-01 4.438644E-01 -1.761695E+01 -1.164398E+01 -1.063062E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
192 1.801800E-01 2.761127E-01 3.558554E-01 2.800326E-01 2.832718E-01 5.066401E-01 4.401322E-01 -1.781966E+01 -1.148272E+01 -1.112985E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
193 1.802700E-01 2.755781E-01 3.552874E-01 2.799349E-01 2.829864E-01 5.066280E-01 4.357229E-01 -1.729573E+01 -1.194914E+01 -1.179226E+01 2.000000E+00 0.000000E+00 2.000000E+00 3.000000E+00 3.000000E+00
194 1.802700E-01 2.750553E-01 3.547046E-01 2.797835E-01 2.829728E-01 5.066619E-01 4.307071E-01 -1.639309E+01 -1.251555E+01 -1.159012E+01 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
195 1.802700E-01 2.745399E-01 3.541076E-01 2.795652E-01 2.831960E-01 5.067534E-01 4.252029E-01 -1.452406E+01 -1.313421E+01 -1.070934E+01 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
196 1.800800E-01 2.740280E-01 3.535073E-01 2.792659E-01 2.836182E-01 5.069249E-01 4.194477E-01 -1.420963E+01 -1.406947E+01 -1.003210E+01 2.000000E+00 0.000000E+00 3.000000E+00 3.000000E+00 3.000000E+00
